Gene,Ancestry_Category,EUR_Associated,SAS_Associated,Associated_Traits_Count,Associated_Traits_List,Associated_Variants_Count
ARMCX2,Both (Shared),True,True,3,Educational attainment; Estimated glomerular filtration rate; Serum urate levels,3
RPS5P7,Both (Shared),True,True,2,Degree of unsaturation; Estimated glomerular filtration rate,2
DRP2,Both (Shared),True,True,2,Degree of unsaturation; Estimated glomerular filtration rate,2
RN7SL251P,Both (Shared),True,True,5,Circulating CAPG levels; Dementia; Gut microbial network clusters (Pink (at 1 year) x Household furry pet cat or dog (3 Months) interaction; Platelet distribution width (UKB data field 30110); TGOLN2 protein levels,5
ZNF415,Both (Shared),True,True,3,"1,2-dilinoleoyl-GPC (18:2/18:2) levels; Circulating CLSTN2 levels; Dementia",4
TAAR9,European-Only,True,False,4,Dementia; Other local infections of skin and subcutaneous tissue (PheCode 686); STX7 protein levels; VNN1 protein levels,5
TAAR8,European-Only,True,False,4,Dementia; Other local infections of skin and subcutaneous tissue (PheCode 686); STX7 protein levels; VNN1 protein levels,5
NECTIN4,European-Only,True,False,7,CDH3/NECTIN4 protein level ratio; Cerebrospinal fluid protein NECTIN4 levels; Circulating NECTIN4 levels; FCGR2A protein levels; FCGR3B protein levels; NECTIN4 protein levels; SLAMF7 protein levels,7
NECTIN4-AS1,European-Only,True,False,6,CDH3/NECTIN4 protein level ratio; FCGR2A protein levels; FCGR3B protein levels; LY9 protein levels; SLAMF7 protein levels; Stuttering,6
ADGB-DT,Both (Shared),True,True,1,Bone mineral density mean,1
DNAJB5P1,European-Only,True,False,4,Alkaline phosphatase levels (adjusted for BMI) x vegetarianism interaction; Alkaline phosphatase levels x vegetarianism interaction; Free Cholesterol to Cholesteryl Esters in Large HDL ratio; Prostate cancer (late onset),3
MKKS,European-Only,True,False,1,Late-onset Alzheimer's disease,1
RPS19,European-Only,True,False,4,CD177 protein levels; CEACAM1 protein levels; CEACAM21 protein levels; CEACAM8/PGLYRP1 protein level ratio,5
FAM86C2P,European-Only,True,False,1,Early-onset Alzheimer's disease,1
MKNK1-AS1,Both (Shared),True,True,6,"Height; Lipoprotein A levels (adjusted for BMI) x vegetarianism interaction; Lipoprotein A levels x vegetarianism interaction; Smoking initiation; neutrophil (fraction, mean, inv-norm transformed); neutrophil (fraction, minimum, inv-norm transformed)",4
FXYD6,Both (Shared),True,True,6,3-hydroxypyridine sulfate levels; Gut microbial network clusters (Salmon (at 1 year) x Any Breastfeeding (3 Months) interaction; Lipoprotein A levels (adjusted for BMI) x vegetarianism interaction; Lipoprotein A levels x vegetarianism interaction; SCN4B protein levels; TREH protein levels,6
RPL21P92,European-Only,True,False,2,Pulse pressure; Systolic blood pressure,1
DDX28,Both (Shared),True,True,2,Triglycerides to total lipids ratio in large HDL; Triglycerides to total lipids ratio in very large HDL,1
LCN10,Both (Shared),True,True,5,C8G protein levels; EGFL7 protein levels; Fasting insulin; Pulse pressure; Systolic blood pressure,4
PLXNB3,European-Only,True,False,1,Pyruvate levels in blood donors,1
LINC02423,European-Only,True,False,1,Calcium levels x vegetarianism interaction,1
LINC02440,European-Only,True,False,1,Calcium levels x vegetarianism interaction,1
KRTAP4-16,European-Only,True,False,5,BMI and adiposity (confirmatory factor analysis Factor 7); Body mass index; Body shape phenotype PC1; Weight; Whole body fat free mass (UKB data field 23101),2
EFCAB6-DT,Both (Shared),True,True,4,Gut microbiome abundance (class Bifidobacterium catenulatum (at 3 months) x Any household furry Pets (3 Months)  interaction; Gut microbiome abundance (class Bifidobacterium catenulatum (at 3 months) x Household furry pet cat or dog (3 Months) interaction; Height; Sporadic Creutzfeldt-Jakob disease (clinical duration),3
BTBD6,European-Only,True,False,1,HBEGF/PDGFA protein level ratio,1
LINC02847,Both (Shared),True,True,4,BMI and adiposity (confirmatory factor analysis Factor 7); Height; Height (baseline); Whole body fat free mass (UKB data field 23101),4
UBAC2-AS1,European-Only,True,False,2,"Basophil (fraction, maximum, inv-norm transformed); eosinophil (fraction, minimum, inv-norm transformed)",2
RPS6P25,European-Only,True,False,3,"Basophil (absolute count, maximum, inv-norm transformed); Basophil (absolute count, mean, inv-norm transformed); Basophil (fraction, maximum, inv-norm transformed)",1
PAQR9-AS1,European-Only,True,False,5,High light scatter reticulocyte percentage (UKB data field 30290); Immature reticulocyte fraction (UKB data field 30280); Urate levels (adjusted for BMI) x vegetarianism interaction; Urate levels x vegetarianism interaction; White blood cell count,4
C12orf57,Both (Shared),True,True,5,C1R protein levels; CDKN1A/ENO2 protein level ratio; CLSTN3 protein levels; Height; Hematological traits (multi-trait analysis),5
RAB39B,European-Only,True,False,1,Pyruvate levels in blood donors,1
RENBP,European-Only,True,False,2,Prostate-specific antigen levels; Pyruvate levels in blood donors,2
CTBP2P1,European-Only,True,False,1,Pyruvate levels in blood donors,1
AMD1P2,European-Only,True,False,1,Pyruvate levels in blood donors,1
LINC03064,European-Only,True,False,2,Restless legs syndrome; Smoking initiation,2
TP53I3,European-Only,True,False,9,APP/FKBP1B protein level ratio; CEP43/FKBP1B protein level ratio; DAB2/FKBP1B protein level ratio; DECR1/FKBP1B protein level ratio; FKBP1B/PRDX5 protein level ratio; FKBP1B/RABGAP1L protein level ratio; FKBP1B/SCRN1 protein level ratio; FKBP1B/TGFB1 protein level ratio; FKBP1B/VASH1 protein level ratio,1
RNU6-295P,European-Only,True,False,2,Height (baseline); Whole body fat free mass (UKB data field 23101),2
DOCK4-AS1,Both (Shared),True,True,1,Bone mineral density mean,1
ZNF425,Both (Shared),True,True,2,Bone mineral density mean; Gut microbial network clusters (Salmon (at 1 year) x Household furry pet dog (1 Year) interaction,2
TRIM7-AS1,European-Only,True,False,2,Body shape phenotype PC2; Height (baseline),1
TRIM7-AS2,Both (Shared),True,True,3,Body shape phenotype PC2; Height; Height (baseline),2
RNU6-392P,Both (Shared),True,True,2,Height; Sex hormone binding globulin levels x vegetarianism interaction,2
TMEM143,European-Only,True,False,1,Dementia,1
NCK2-AS1,European-Only,True,False,1,Dementia,1
MRGPRX6P,European-Only,True,False,3,Melanoma (in situ vs invasive); Memory decline in normal cognition; Serum neurofilament light levels,3
MRGPRX5P,European-Only,True,False,3,Melanoma (in situ vs invasive); Memory decline in normal cognition; Serum neurofilament light levels,3
SLC16A13,European-Only,True,False,7,"Astrocytoma (high-grade); Height; Hemoglobin A1c (HbA1c, maximum, inv-norm transformed); N-formylmethionine levels; Type 2 diabetes (PheCode 250.2); Uric acid levels; Youth-onset type 2 diabetes",7
LINC01096,European-Only,True,False,2,CSF1 levels; Height (baseline),2
RBSN,European-Only,True,False,4,CST5 levels; SDF-1 levels in metastatic colorectal cancer; White blood cell count; X-18249 levels,4
RPS24P10,Both (Shared),True,True,5,CST5 levels; Gut microbiome abundance (class Anaerostipes sp. (at 3 months) x Fall Birth (Sept-Nov) interaction; SDF-1 levels in metastatic colorectal cancer; White blood cell count; X-18249 levels,5
OR10G8,European-Only,True,False,1,Colorectal cancer x cheese intake interaction,1
MLKL,European-Only,True,False,1,Memory decline in normal cognition x sex interaction,3
LINC01961,European-Only,True,False,2,Macrophage receptor MARCO levels; Memory decline in normal cognition x sex interaction,3
PGM5P4-AS1,European-Only,True,False,2,Macrophage receptor MARCO levels; Memory decline in normal cognition x sex interaction,3
NR4A1AS,Both (Shared),True,True,1,Height,1
NAA50P2,Both (Shared),True,True,4,CCL23 levels; Gut microbiome abundance (class Clostridium sensu stricto sp. (at 3 months) x Vaginal Birth interaction; Other hypertrophic and atrophic conditions of skin (PheCode 701); TFRC protein levels,4
RPS29P3,European-Only,True,False,1,CCL23 levels,1
SELENOS,Both (Shared),True,True,5,Autoimmune disease NEC (PheCode 279.2); Height; Height (baseline); MMP10 levels; Physical function (baseline),4
TPTEP1,European-Only,True,False,3,Free Cholesterol to Cholesteryl Esters in Large HDL ratio; Ganglion cell inner plexiform layer (GCIPL) thickness; IL17RA protein levels,3
LCE6A,European-Only,True,False,4,Circulating CDSN levels; Gamma glutamyl transferase levels; Ganglion cell inner plexiform layer (GCIPL) thickness; SPRR3 protein levels,4
LINC00837,European-Only,True,False,2,OPG levels; Secondary malignancy of brain/spine (PheCode 198.5),2
NHSL1-AS1,European-Only,True,False,3,Glioma (high-grade); SIRT2 levels; Stuttering,3
MISP,Both (Shared),True,True,3,Gut microbiome abundance (class Roseburia sp. 7 (at 1 year) x Spring Birth (Mar-May) interaction; Memory decline in normal cognition; PRTN3 protein levels,3
LINC01743,European-Only,True,False,1,CXCL10 levels,1
LRRC46,Both (Shared),True,True,2,COVID-19 (hospitalized covid vs population); Hospitalized COVID-19 or BMI (pleiotropy),1
COPS8P1,European-Only,True,False,1,Memory decline in normal cognition x sex interaction,1
NEU3,Both (Shared),True,True,4,Circulating LRRN1 levels; Height; LRRN1 protein levels; Memory decline in impaired cognition,4
WDR45P1,European-Only,True,False,2,Circulating CTSO levels; Memory decline in impaired cognition,2
TCAF2,European-Only,True,False,2,CD244 levels; EPHA1 protein levels,2
RNU6-267P,European-Only,True,False,2,CD244 levels; EPHA1 protein levels,2
ARFGAP3,European-Only,True,False,8,Blood cell traits latent factor 18 (platelet); Cystatin C levels in bottom 99% of individuals by creatinine levels; FRMD7 protein levels; Lactosylceramides (FA22:0) (Model 1); Lactosylceramides (FA22:0) (Model 2); Lactosylceramides (FA24:0) (Model 1); Lactosylceramides (FA24:0) (Model 2); SCF levels,7
ZNF890P,European-Only,True,False,3,Alzheimer's disease or family history of Alzheimer's disease; X-11787 levels; uPA levels,3
RNU6-215P,European-Only,True,False,4,Alzheimer's disease or family history of Alzheimer's disease; Smoking initiation; X-11787 levels; uPA levels,4
CAB39,Both (Shared),True,True,9,"Bicarbonate (maximum, inv-norm transformed); Bicarbonate (mean, inv-norm transformed); Height; Hematological traits (multi-trait analysis); TRANCE levels; chloride  (maximum, inv-norm transformed); chloride  (mean, inv-norm transformed); potassium (mean, inv-norm transformed); potassium (minimum, inv-norm transformed)",7
PACRG-AS3,European-Only,True,False,3,Hematocrit variance; Hemoglobin concentration variance; TRANCE levels,2
H3P20,European-Only,True,False,2,GLIPR1 protein levels; Nightmare,2
SLIT1-AS1,European-Only,True,False,1,Memory decline x sex interaction,1
OR7C2,Both (Shared),True,True,2,Bone mineral density mean; X-15503 levels,2
VPS35P1,Both (Shared),True,True,2,Bone mineral density mean; Height,2
GLRXP3,European-Only,True,False,2,Educational attainment; Refractive error,3
OR5H6,European-Only,True,False,2,Memory decline in normal cognition; SIGLEC9 protein levels,9
TMX1P1,European-Only,True,False,1,Memory decline in normal cognition,1
CCDC144NL-AS1,Both (Shared),True,True,5,Bone mineral density mean; Gut microbial network clusters (Pink (at 1 year) x Household furry pet dog (3 Months) interaction; Height; Height (baseline); IL18 levels,5
LIVAR,European-Only,True,False,1,Memory decline in normal cognition,1
SPANXD,European-Only,True,False,1,Memory decline in normal cognition,1
DIAPH2-AS1,European-Only,True,False,1,Memory decline in normal cognition,1
NCKAP1P1,European-Only,True,False,2,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum (PheCode 159); Memory decline in normal cognition,2
SLC29A2,Both (Shared),True,True,3,Bone mineral density mean; Circulating B4GAT1 levels; Serum urate levels,3
S100P,European-Only,True,False,4,Circulating S100P levels; IL7 levels; MAN2B2 protein levels; S100P protein levels,4
ANKRD49P3,European-Only,True,False,4,Circulating SPOCK1 levels; Glioblastoma; Memory decline in normal cognition; TGFBI protein levels,6
OR5BJ1P,Both (Shared),True,True,1,Bone mineral density mean,2
LINC02000,European-Only,True,False,4,CD8A levels; Height; Height (baseline); Physical function (baseline),3
TERF1P2,European-Only,True,False,1,CD40 levels,1
MIRLET7IHG,Both (Shared),True,True,6,"Body shape phenotype PC2; CD40 levels; Neurofilament light chain levels; Type 2 diabetes; height (mean, inv-normal transformed); height (minimum, inv-normal transformed)",5
LINC02777,Both (Shared),True,True,4,CD5 levels; Circulating TGFBR3 levels; Height; TACSTD2 protein levels,4
RPS2P17,European-Only,True,False,2,CAPG protein levels; LDL-cholesterol level in antipsychotic-treated schizophrenia (6-week),2
LRRC37A16P,European-Only,True,False,3,TRANCE levels; Thyroxine levels; Whole body fat mass (UKB data field 23100),3
PRR20FP,European-Only,True,False,1,Occupational creativity,1
MTCO2P3,Both (Shared),True,True,2,Height; Occupational creativity,2
RN7SKP178,Both (Shared),True,True,8,"1,2-dilinoleoyl-GPC (18:2/18:2) levels; ADAM23 protein levels; C-glycosyltryptophan levels; Circulating NRP2 levels; Degree of unsaturation; Dental caries; IL17A levels; NRP2 protein levels",12
CASK,European-Only,True,False,1,Educational attainment,1
PPEF1,European-Only,True,False,1,Educational attainment,1
XIAP,Both (Shared),True,True,3,Educational attainment; Forced vital capacity (FVC); Lung function (FEV1),3
RPL12P43,European-Only,True,False,2,Educational attainment; Post-traumatic stress disorder,2
RPP40P1,European-Only,True,False,1,Educational attainment,1
MBTPS2,Both (Shared),True,True,3,Educational attainment; Telomere length (principal component 1); Triglyceride levels,3
CYTH1P1,European-Only,True,False,1,Educational attainment,1
SLC25A14,European-Only,True,False,1,Educational attainment,1
ZBTB33,European-Only,True,False,1,Educational attainment,1
HTR2C,European-Only,True,False,1,Educational attainment,1
GPR158-AS1,Both (Shared),True,True,2,Bone mineral density mean; Height,2
KRTAP23-1,European-Only,True,False,1,Memory decline in normal cognition,2
KRTAP13-6P,Both (Shared),True,True,3,Diastolic blood pressure x short total sleep time interaction (1df); Diastolic blood pressure x short total sleep time interaction (2df); Memory decline in normal cognition,3
SEPTIN1,European-Only,True,False,3,APOBR protein levels; FGF21 levels; Smoking initiation,3
S100A1,European-Only,True,False,2,Flt3L levels; Platelet count (UKB data field 30080),2
OR51B8P,European-Only,True,False,1,VEGFA levels,1
RPS20P2,European-Only,True,False,3,Educational attainment; Systolic blood pressure; TPSAB1 protein levels,3
RNA5SP378,European-Only,True,False,2,Colorectal cancer x coffee intake interaction; Prostate cancer,2
RNU6-1017P,European-Only,True,False,3,ADGRD1 protein levels; Colorectal cancer x coffee intake interaction; Prostate cancer,3
KRT128P,Both (Shared),True,True,2,5-dodecenoylcarnitine (C12:1) levels; Colorectal cancer x tea intake interaction,2
RPPH1,European-Only,True,False,1,Colorectal cancer x total fruit intake interaction,1
PARP2,Both (Shared),True,True,3,APEX1 protein levels; Colorectal cancer x total fruit intake interaction; Telomere length (principal component 1),3
RNF32-AS1,European-Only,True,False,1,Colorectal cancer x coffee intake interaction,1
HOXC-AS3,Both (Shared),True,True,1,Height,1
OR6C68,Both (Shared),True,True,2,Bone mineral density mean; Refractive error,2
SNORD33,European-Only,True,False,1,Memory decline in normal cognition,1
OR5H2,European-Only,True,False,2,Neuropathic ocular pain; Retinal nerve fibre layer (RNFL) thickness,2
RNF170,European-Only,True,False,1,Retinal nerve fibre layer (RNFL) thickness,1
C17orf78,European-Only,True,False,1,Retinal nerve fibre layer (RNFL) thickness,1
